eo_number,document_number,title,president,signing_date,publication_date,citation,body_char_count,pdf_url,raw_text_url,summary,primary_topic,primary_topic_as_extracted,topic_other_reason,secondary_topics,instrument,instrument_other_reason,finish_reason
13064,97-27644,"Further Amendment to Executive Order 13010, as Amended, Critical Infrastructure Protection",William J. Clinton,1997-10-11,1997-10-16,62 FR 53711,3478,https://www.govinfo.gov/content/pkg/FR-1997-10-16/pdf/97-27644.pdf,https://www.federalregister.gov/documents/full_text/text/1997/10/16/97-27644.txt,"Executive Order 13064 further amends Executive Order 13010 by revising numeric thresholds, expanding committee language, setting a March 15, 1998 termination date for several committees, adding a provision for the former Chair to remain on the Steering Committee, creating a new Section 7 for staff retention and classification authority, and renumbering existing sections.",energy_and_environment,,,[],revokes_or_amends,,stop
13065,97-28427,Further Amendment to Executive Order 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters,William J. Clinton,1997-10-22,1997-10-24,62 FR 55329,1134,https://www.govinfo.gov/content/pkg/FR-1997-10-24/pdf/97-28427.pdf,https://www.federalregister.gov/documents/full_text/text/1997/10/24/97-28427.txt,Amends Executive Order 13038 to change member limits and add “or Co‑Chairs” to the Advisory Committee on Public Interest Obligations of Digital Television Broadcasters.,technology_and_research,,,[],revokes_or_amends,,stop
13066,97-29126,"Amendment to Executive Order 13037, Commission To Study Capital Budgeting",William J. Clinton,1997-10-29,1997-10-31,62 FR 59273,909,https://www.govinfo.gov/content/pkg/FR-1997-10-31/pdf/97-29126.pdf,https://www.federalregister.gov/documents/full_text/text/1997/10/31/97-29126.txt,Executive Order 13066 amends Executive Order 13037 to increase the membership cap of the Commission to Study Capital Budgeting and to remove a reporting deadline.,government_administration,,,[],revokes_or_amends,,stop
13067,97-29464,Blocking Sudanese Government Property and Prohibiting Transactions With Sudan,William J. Clinton,1997-11-03,1997-11-05,62 FR 59989,7671,https://www.govinfo.gov/content/pkg/FR-1997-11-05/pdf/97-29464.pdf,https://www.federalregister.gov/documents/full_text/text/1997/11/05/97-29464.txt,The order blocks Sudanese government property in the United States and prohibits a wide range of transactions with Sudan.,foreign_policy,,,[],imposes_sanctions,,stop
13068,97-31456,"Closing of Government Departments and Agencies on Friday, December 26, 1997",William J. Clinton,1997-11-25,1997-11-28,62 FR 63247,1436,https://www.govinfo.gov/content/pkg/FR-1997-11-28/pdf/97-31456.pdf,https://www.federalregister.gov/documents/full_text/text/1997/11/28/97-31456.txt,"Executive Order 13068 orders the closure of all executive departments and agencies on December 26 1997, with limited exceptions for national‑security or other public reasons, and treats that day as covered by EO 11582 and related statutes for pay and leave.",government_administration,,,[],other,orders closure of executive departments and agencies (no listed instrument matches),stop
13069,97-33034,Prohibiting Certain Transactions With Respect to UNITA,William J. Clinton,1997-12-12,1997-12-16,62 FR 65989,7786,https://www.govinfo.gov/content/pkg/FR-1997-12-16/pdf/97-33034.pdf,https://www.federalregister.gov/documents/full_text/text/1997/12/16/97-33034.txt,Executive Order 13069 imposes sanctions on the National Union for the Total Independence of Angola (UNITA) and authorizes Treasury to implement the restrictions.,foreign_policy,,,[],imposes_sanctions,,stop
13070,97-33299,"The Intelligence Oversight Board, Amendment to Executive Order 12863",William J. Clinton,1997-12-15,1997-12-18,62 FR 66493,1632,https://www.govinfo.gov/content/pkg/FR-1997-12-18/pdf/97-33299.pdf,https://www.federalregister.gov/documents/full_text/text/1997/12/18/97-33299.txt,The order creates the Intelligence Oversight Board as a standing committee of the PFIAB.,security_and_defense,,,[],creates_body,,stop
13071,97-34224,Adjustments of Certain Rates of Pay,William J. Clinton,1997-12-29,1997-12-31,62 FR 68521,3781,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34224.pdf,https://www.federalregister.gov/documents/full_text/text/1997/12/31/97-34224.txt,The order sets new pay rates for various federal pay systems by attaching schedules that specify the adjusted basic pay or salaries.,government_administration,,,[],adjusts_pay_or_admin,,stop
13072,98-3135,White House Millennium Council,William J. Clinton,1998-02-02,1998-02-05,63 FR 6041,7935,https://www.govinfo.gov/content/pkg/FR-1998-02-05/pdf/98-3135.pdf,https://www.federalregister.gov/documents/full_text/text/1998/02/05/98-3135.txt,Executive Order 13072 establishes the White House Millennium Council to lead a national celebration of the new millennium.,other,,The Council’s focus on millennium commemoration and education does not fit the standard topic categories.,[],creates_body,,stop
13073,98-3229,Year 2000 Conversion,William J. Clinton,1998-02-04,1998-02-06,63 FR 6467,7120,https://www.govinfo.gov/content/pkg/FR-1998-02-06/pdf/98-3229.pdf,https://www.federalregister.gov/documents/full_text/text/1998/02/06/98-3229.txt,The order creates the President's Council on Year 2000 Conversion.,technology_and_research,,,[],creates_body,,stop
13074,98-3847,Amendment to Executive Order 12656,William J. Clinton,1998-02-09,1998-02-12,63 FR 7277,1215,https://www.govinfo.gov/content/pkg/FR-1998-02-12/pdf/98-3847.pdf,https://www.federalregister.gov/documents/full_text/text/1998/02/12/98-3847.txt,Amends Executive Order 12656 by adding a new section 501(16) concerning Noncombatant Evacuation Operations.,government_administration,,"The amendment deals with the allocation of funding responsibilities and authority for Noncombatant Evacuation Operations, which are part of the federal government's internal administration of defense‑related programs.","[""security_and_defense""]",revokes_or_amends,,stop
13075,98-4816,Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,William J. Clinton,1998-02-19,1998-02-24,63 FR 9085,5011,https://www.govinfo.gov/content/pkg/FR-1998-02-24/pdf/98-4816.pdf,https://www.federalregister.gov/documents/full_text/text/1998/02/24/98-4816.txt,Executive Order 13075 establishes a Special Oversight Board to review DoD investigations of Gulf War chemical and biological incidents and sets reporting and termination deadlines.,government_administration,,"The order concerns internal oversight of a Defense‑related board rather than a substantive policy area such as energy, justice, or technology.",[],creates_body,,stop
13076,98-5119,Ordering the Selected Reserve of the Armed Forces to Active Duty,William J. Clinton,1998-02-24,1998-02-26,63 FR 9719,1548,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-5119.pdf,https://www.federalregister.gov/documents/full_text/text/1998/02/26/98-5119.txt,The order delegates authority to the Secretary of Defense and the Secretary of Transportation (for the Coast Guard) to place Selected Reserve units and individual members on active duty.,security_and_defense,,,[],delegates_authority,,stop
13077,98-6628,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection",William J. Clinton,1998-03-10,1998-03-12,63 FR 12381,1107,https://www.govinfo.gov/content/pkg/FR-1998-03-12/pdf/98-6628.pdf,https://www.federalregister.gov/documents/full_text/text/1998/03/12/98-6628.txt,Executive Order 13077 further amends EO 13010 by changing two implementation dates.,civil_rights,,"The order concerns Critical Infrastructure Protection, a distinct policy area not covered by the standard topic list; it is recorded here as a custom topic.",[],revokes_or_amends,,stop
13078,98-7139,Increasing Employment of Adults With Disabilities,William J. Clinton,1998-03-13,1998-03-18,63 FR 13111,13707,https://www.govinfo.gov/content/pkg/FR-1998-03-18/pdf/98-7139.pdf,https://www.federalregister.gov/documents/full_text/text/1998/03/18/98-7139.txt,Executive Order 13078 creates a National Task Force on Employment of Adults with Disabilities and sets a series of reporting and termination deadlines.,other,,"the order concerns employment of adults with disabilities, which does not fit the predefined topic categories",[],creates_body,,stop
13079,98-9599,Waiver Under The Trade Act Of 1974 With Respect to Vietnam,William J. Clinton,1998-04-07,1998-04-09,63 FR 17309,854,https://www.govinfo.gov/content/pkg/FR-1998-04-09/pdf/98-9599.pdf,https://www.federalregister.gov/documents/full_text/text/1998/04/09/98-9599.txt,Executive Order 13079 waives the application of sections 402(a) and 402(b) of the Trade Act of 1974 to Vietnam.,trade,,,[],revokes_or_amends,,stop
13080,98-9709,American Heritage Rivers Initiative Advisory Committee,William J. Clinton,1998-04-07,1998-04-10,63 FR 17667,6985,https://www.govinfo.gov/content/pkg/FR-1998-04-10/pdf/98-9709.pdf,https://www.federalregister.gov/documents/full_text/text/1998/04/10/98-9709.txt,"Executive Order 13080 creates the American Heritage Rivers Initiative Advisory Committee, defines its composition, duties, reporting line, support, and a two‑year termination deadline.",energy_and_environment,,,[],creates_body,,stop
13081,98-11922,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters",William J. Clinton,1998-04-30,1998-05-04,63 FR 24385,894,https://www.govinfo.gov/content/pkg/FR-1998-05-04/pdf/98-11922.pdf,https://www.federalregister.gov/documents/full_text/text/1998/05/04/98-11922.txt,Amends EO 13038 by deleting the original reporting deadline of June 1 1998 and inserting a new deadline of October 1 1998 for the Advisory Committee on Public Interest Obligations of Digital Television Broadcasters.,technology_and_research,,,[],revokes_or_amends,,stop
13082,98-12963,Joint Mexican-United States Defense Commission,William J. Clinton,1998-05-08,1998-05-13,63 FR 26709,1383,https://www.govinfo.gov/content/pkg/FR-1998-05-13/pdf/98-12963.pdf,https://www.federalregister.gov/documents/full_text/text/1998/05/13/98-12963.txt,"Executive Order 13082 amends the third paragraph of Executive Order 9080, as previously amended by EO 10692 and EO 12377, to modify the composition of the United States membership of the Joint Mexican-United States Defense Commission. The amendment adds a Joint Staff member to the commission and requires the Secretary of Defense to designate all members, including a Chair and alternates. The order applies to the United States side of the binational defense commission.",security_and_defense,,,"[""foreign_policy""]",revokes_or_amends,,stop
13083,98-13552,Federalism,William J. Clinton,1998-05-14,1998-05-19,63 FR 27651,13454,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13552.pdf,https://www.federalregister.gov/documents/full_text/text/1998/05/19/98-13552.txt,"Executive Order 13083 establishes federalism principles and procedural requirements for agencies, without creating a new body or imposing sanctions.",government_administration,,,[],other,"order sets federalism principles and agency procedural requirements rather than creating a body, imposing sanctions, revoking/amending, conferring honors, delegating authority, directing reports, or adjusting pay.",stop
13084,98-13553,Consultation and Coordination With Indian Tribal Governments,William J. Clinton,1998-05-14,1998-05-19,63 FR 27655,9010,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13553.pdf,https://www.federalregister.gov/documents/full_text/text/1998/05/19/98-13553.txt,Executive Order 13084 establishes consultation and coordination requirements for federal agencies when dealing with Indian tribal governments.,government_administration,,,[],delegates_authority,,stop
13085,98-14407,Establishment of the Enrichment Oversight Committee,William J. Clinton,1998-05-26,1998-05-28,63 FR 29335,11977,https://www.govinfo.gov/content/pkg/FR-1998-05-28/pdf/98-14407.pdf,https://www.federalregister.gov/documents/full_text/text/1998/05/28/98-14407.txt,Extracted structured facts from Executive Order 13085 (1998) establishing the Enrichment Oversight Committee.,energy_and_environment,,,[],creates_body,,stop
