eo_number,document_number,relation,target_eo_number,target_type,target_label,in_part,source,source_quote,quote_trimmed
13303,03-13412,references,,notice,"Notice of May 19, 2005",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 18, 2006",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 18, 2007",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 20, 2008",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 19, 2009",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 12, 2010",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,13668,executive_order,EO 13668,0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 9, 2022",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,references,,notice,"Notice of May 4, 2026",0,fr_disposition_notes,"See: EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 20",0
13303,03-13412,revokes,12722,executive_order,Executive Order 12722,0,model,shall not apply to the property and interests,1
13303,03-13412,revokes,12724,executive_order,Executive Order 12724,0,model,shall not apply to the property and interests,1
13303,03-13412,revokes,13290,executive_order,Executive Order 13290,0,model,shall not apply to the property and interests,1
13304,03-13694,amends,13219,executive_order,Sections 7 and 8,0,model,New sections 7 and 8 are added to Executive Order 13219 to read as follows:,0
13304,03-13694,amends,13219,executive_order,EO 13219,0,fr_disposition_notes,"Amends: EO 13219, June 26, 2001",0
13304,03-13694,references,,notice,"Notice of June 20, 2003",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 24, 2004",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 23, 2005",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 22, 2006",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 22, 2007",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 24, 2008",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 22, 2009",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 8, 2010",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 20, 2025",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,references,,notice,"Notice of June 22, 2026",0,fr_disposition_notes,"See: Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025; Notice of June 22, 2026 (91 FR 38233)",0
13304,03-13694,revokes,13219,executive_order,Annex,0,model,"The Annex to Executive Order 13219 of June 26, 2001, is replaced and superseded in its entirety by the Annex to this order.",0
13304,03-13694,revokes,13219,executive_order,Sections 1(a) and 1(b),0,model,Section 1(a) and 1(b) of Executive Order 13219 are revised to read as follows:,0
13304,03-13694,revokes,12846,executive_order,Executive Order 12846,0,model,revoke those and all related orders (Executive Orders,1
13304,03-13694,revokes,12934,executive_order,Executive Order 12934,0,model,revoke those and all related orders (Executive Orders,1
13304,03-13694,revokes,12808,executive_order,EO 12808,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13304,03-13694,revokes,12810,executive_order,EO 12810,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13304,03-13694,revokes,12831,executive_order,EO 12831,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13304,03-13694,revokes,13088,executive_order,EO 13088,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13304,03-13694,revokes,13121,executive_order,EO 13121,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13304,03-13694,revokes,13192,executive_order,EO 13192,0,fr_disposition_notes,"Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001",0
13305,03-13750,amends,13035,executive_order,EO 13035,0,fr_disposition_notes,"Amends: EO 13035, February 11, 1997; EO 13226, September 30, 2001",0
13305,03-13750,amends,13226,executive_order,EO 13226,0,fr_disposition_notes,"Amends: EO 13035, February 11, 1997; EO 13226, September 30, 2001",0
13308,03-16102,amends,12580,executive_order,Section 1(b)(1) phrase,0,model,"the phrase ``Sections 105(a), (b), (c), and (g)'' is revised to read ``Sections 105(a), (b), (c), (g) and (h)''",0
13308,03-16102,amends,12580,executive_order,Section 5 (new subsections f and g),0,model,"In Section 5, a new subsection (f) and a new subsection (g) are added to read as follows:",0
13308,03-16102,amends,12580,executive_order,"Sections 12, 13, and 14 (new sections)",0,model,"New Sections 12, 13, and 14 are added to read as follows:",0
13308,03-16102,amends,12580,executive_order,EO 12580,0,fr_disposition_notes,"Amends: EO 12580, January 23, 1987",0
13309,03-19572,amends,12994,executive_order,Executive Order 12994,0,model,"Executive Order 12994 of March 21, 1996, is hereby amended by deleting the words “mental retardation” and inserting the words “intellectual disabilities”",0
13309,03-19572,amends,12994,executive_order,EO 12994,0,fr_disposition_notes,"Amends: EO 12994, March 21, 1996",0
13309,03-19572,continues,,,President's Committee for People with Intellectual Disabilities,0,model,"The Committee is continued until September 30, 2005.",0
13310,03-19573,amends,13047,executive_order,EO 13047,0,fr_disposition_notes,"Amends: EO 13047, May 20, 1997",0
13310,03-19573,references,13448,executive_order,EO 13448,0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,13464,executive_order,EO 13464,0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 17, 2004",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 17, 2005",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 18, 2006",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 17, 2007",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 16, 2008",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 14, 2009",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,,notice,"Notice of May 13, 2010",0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,references,13619,executive_order,EO 13619,0,fr_disposition_notes,"See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012",0
13310,03-19573,revoked_by,13742,executive_order,EO 13742,0,fr_disposition_notes,"Revoked by: EO 13742, October 7, 2016",0
13310,03-19573,revokes,13047,executive_order,Executive Order 13047,0,model,Sections 1 through 7 of Executive Order 13047 are hereby revoked to the extent they are inconsistent with this order.,0
13311,03-19675,amended_by,13388,executive_order,EO 13388,0,fr_disposition_notes,"Amended by: EO 13388, October 25, 2005",0
13311,03-19675,references,12958,executive_order,EO 12958,0,fr_disposition_notes,"See: EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13356, August 27, 2004",0
13311,03-19675,references,12968,executive_order,EO 12968,0,fr_disposition_notes,"See: EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13356, August 27, 2004",0
13311,03-19675,references,13356,executive_order,EO 13356,0,fr_disposition_notes,"See: EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13356, August 27, 2004",0
13312,03-19676,amends,13194,executive_order,Section 1,0,model,"Section 1 of Executive Order 13194 of January 18, 2001, is revised to read as follows:",0
13312,03-19676,amends,13194,executive_order,Section 2,0,model,Section 2 of Executive Order 13194 is revised to read as follows:,0
13312,03-19676,amends,13194,executive_order,"Sections 4(c), (d), (e) deleted",0,model,"Sections 4(c), (d), and (e) of Executive Order 13194 are deleted, and the word “and” is added after the semicolon at the end of section 4(a).",0
