eo_number,document_number,kind,detail,created_at
13927,2020-12584,ungrounded_agencies_tasked,"the heads of all agencies, including the Secretary of the Army, acting through the Assistant Secretary of the Army for Civil Works, shall identify planned or potential actions to facilitate the Nation's economic recovery that may be subject to emergency treatment pursuant to the regulations and nati",2026-09-04T20:37:49+00:00
13929,2020-13449,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary of Health and Human Services shall summarize the results of this survey in a report to the President, through the Assistant to the President for Domestic Policy and the Director of the Office of Management and Budget.",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_agencies_tasked,"Within 3 years of the date of this order, the Secretary shall develop data analysis methods to report on the experience of children entering care in sibling groups, and the extent to which they are placed together.",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_agencies_tasked,"Within 2 years of the date of this order, the Secretary shall develop a more rigorous and systematic approach to collecting State administrative data as part of the Child and Family Services Review required by section 1123A of the Social Security Act.",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_agencies_tasked,"Within 6 months of the date of this order, the Secretary shall provide guidance to States regarding flexibility in the use of Federal funds to support and encourage high‑quality legal representation for parents and children.",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_agencies_tasked,"Within 18 months of the date of this order, the Secretary shall collect States' individual standards for conducting risk and safety assessments required under section 106(b)(2)(B)(iv) of the Child Abuse Prevention and Treatment Act.",2026-09-04T20:37:49+00:00
13950,2020-21534,ungrounded_agencies_tasked,"The head of each agency shall use his or her authority under 5 U.S.C. 301, 302, and 4103 to ensure … that agency employees … do not teach, advocate, act upon, or promote … the divisive concepts listed in section 2(a) of this order",2026-09-04T20:37:49+00:00
13951,2020-21914,ungrounded_agencies_tasked,shall maintain and build upon existing actions to expand access to affordable medicines.,2026-09-04T20:37:49+00:00
13956,2020-23116,ungrounded_agencies_tasked,"Within 150 days of the date of this order, the Water Subcabinet, in consultation with the Secretary of Labor, the Secretary of Health and Human Services, the Secretary of Education, the Secretary of Veterans Affairs, and the heads of other agencies, shall identify actions and develop recommendations",2026-09-04T20:37:49+00:00
13966,2020-27948,ungrounded_agencies_tasked,"the head of each executive department and agency shall, within 90 days of the date of this order and every 2 years thereafter:",2026-09-04T20:37:49+00:00
13984,2021-01714,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Secretary shall propose for notice and comment regulations that require United States IaaS providers to take any of the special measures described in subsection (d) of this section if the Secretary, in consultation with ... finds:",2026-09-04T20:37:49+00:00
13984,2021-01714,ungrounded_agencies_tasked,"Within 240 days of the date of this order, the Attorney General and the Secretary of Homeland Security, in coordination with the Secretary, and as the Attorney General and Secretary of Homeland Security deem appropriate, the heads of other agencies, shall develop and submit to the President a report",2026-09-04T20:37:49+00:00
13998,2021-01859,ungrounded_agencies_tasked,"within 14 days of the date of this order, the Secretary of HHS, the Secretary of Transportation, and the Secretary of Homeland Security shall submit to the President a plan to implement appropriate public health measures at land ports of entry",2026-09-04T20:37:49+00:00
13999,2021-01863,ungrounded_agencies_tasked,"The Secretary of Labor, acting through the Assistant Secretary of Labor for Occupational Safety and Health, shall:",2026-09-04T20:37:49+00:00
14004,2021-02034,ungrounded_agencies_tasked,"The Secretary of Homeland Security with respect to the Coast Guard shall: (i) immediately prohibit involuntary separations, discharges, and denials of reenlistment … on the basis of gender identity;",2026-09-04T20:37:49+00:00
14010,2021-02561,ungrounded_agencies_tasked,"within 270 days of the date of this order, promulgate joint regulations, consistent with applicable law, addressing the circumstances in which a person should be considered a “particular social group,” as that term is used in 8 U.S.C. 1101(a)(42)(A), as derived from the 1951 Convention relating to t",2026-09-04T20:37:49+00:00
14013,2021-02804,ungrounded_agencies_tasked,"The Presidential Memorandum of March 6, 2017 … is revoked.",2026-09-04T20:37:49+00:00
14031,2021-11792,ungrounded_agencies_tasked,The Department of Health and Human Services shall provide funding and administrative support for the Commission to the extent permitted by law.,2026-09-04T20:37:49+00:00
14042,2021-19924,ungrounded_agencies_tasked,"By September 24, 2021, the Safer Federal Workforce Task Force shall ... provide definitions of relevant terms for contractors and subcontractors",2026-09-04T20:37:49+00:00
14058,2021-27380,ungrounded_agencies_tasked,"The Secretary of the Interior shall redesign the website of the Fish and Wildlife Service, FWS.gov, in compliance with the 21st Century Integrated Digital Experience Act (Public Law 115‑336).",2026-09-04T20:37:49+00:00
14072,2022-09138,ungrounded_agencies_tasked,shall within 1 year of the date of this order: develop a Federal goal that charges agencies to meet agency-specific reforestation targets by 2030,2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 240 days of the date of this order, the Attorney General shall, within 240 days of the date of this order, establish the National Law Enforcement Accountability Database",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Attorney General shall, in coordination with the Secretary of Health and Human Services, develop and publish a report on best practices to address law‑enforcement officer wellness",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Attorney General shall develop an evidence‑informed training module for law‑enforcement officers on implicit bias",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Secretary of HHS shall, within 180 days of the date of this order, conduct a nationwide study of the community effects of use of force by law‑enforcement officers",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Attorney General shall request the National Academy of Sciences … to conduct a study of facial recognition technology …",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Attorney General shall publish a report on the steps the DOJ has taken … to fully implement the Death in Custody Reporting Act of 2013",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Attorney General shall submit a report to the President detailing steps the DOJ has taken … to ensure restrictive housing … is used rarely, applied fairly, and subject to reasonable constraints",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 240 days of the date of this order, the Attorney General shall, within 240 days of the date of this order, complete a comprehensive review and transmit a report to the President identifying any planned steps to address conditions of confinement",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Attorney General shall, in consultation with the Director of OMB, submit a report to the President summarizing First Step Act implementation",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Attorney General, in consultation with the United States Chief Data Scientist and the United States Chief Statistician, shall review the status of State, Tribal, local, and territorial LEAs transitioning … and shall submit a report to the President",2026-09-04T20:37:49+00:00
14078,2022-15743,ungrounded_agencies_tasked,"The Secretary of State shall publicly or privately designate or identify officials of foreign governments who are involved, directly or indirectly, in wrongful detentions, as appropriate and consistent with applicable law.",2026-09-04T20:37:49+00:00
14078,2022-15743,ungrounded_agencies_tasked,"The unrestricted immigrant and nonimmigrant entry into the United States of noncitizens ... is hereby suspended, except when the Secretary of State or the Secretary of Homeland Security ... determines ... the entry would not be contrary to the interests of the United States.",2026-09-04T20:37:49+00:00
